ticker,title,summary,date,time,url,date_clean
AAPL,"Tech stocks today: Uber and Lucid expanding in Houston,  Intel's latest chip moves",What to watch from SpaceX and other tech stocks during the holiday-shortened week.,2026-06-15,10:00,https://finance.yahoo.com/technology/live/tech-stocks-today-uber-and-lucid-expanding-in-houston-intels-latest-chip-moves-100000021.html,2026-06-15
AAPL,"Intel jumps after Trump says Apple, Intel reached US chip deal",Intel (INTC) surged 9% in premarket trading after President Trump said in a Truth Social post that Intel and Apple (AAPL) have agreed on a deal to design and build semiconductors in the US.,2026-06-18,14:45,https://finance.yahoo.com/video/intel-jumps-after-trump-says-apple-intel-reached-us-chip-deal-144520733.html,2026-06-18
AAPL,Gas prices fall but chip demand is causing a new headache,"Consumers may finally be getting some relief at the pump, with gas prices falling to their lowest levels since March following the Iran peace deal. But any savings could be offset elsewhere, as the AI-driven chip shortage pushes up the price of Apple (AAPL) iPhones. Hennion & Walsh CIO Kevin Mahn and Yahoo Finance Senior Business Reporter Ines Ferre join Julie Hyman to discuss the latest pressures on consumers and how the Fed is navigating the shifting inflation landscape.",2026-06-18,14:27,https://finance.yahoo.com/video/gas-prices-fall-but-chip-demand-is-causing-a-new-headache-142747415.html,2026-06-18
AAPL,Intel taps industry veteran Seok-Hee Lee to lead foundry packaging push,"Intel on Thursday named Seok-Hee Lee executive vice president of its contract chip-manufacturing division ‌as it sharpens focus on its advanced packaging business.  The ‌American chipmaker has been trying to reinvigorate its manufacturing business under CEO ​Lip-Bu Tan, after missing out on the AI boom.  The appointment follows President Donald Trump's announcement earlier in the day that Apple had agreed to work with Intel to design and manufacture ‌its chips in the ⁠U.S. in a boost to the chipmaker's contract manufacturing business.",2026-06-18,22:00,https://finance.yahoo.com/technology/articles/intel-taps-industry-veteran-seok-220052428.html,2026-06-18
AAPL,Apple’s Unsustainable Memory Costs and the Rethinking of Micron’s Valuation,Shares of the memory-chip maker notched another record high after Apple CEO Tim Cook says price hikes will be ‘unavoidable’ for the iPhone maker.,2026-06-18,21:49,https://www.barrons.com/articles/micron-stock-price-apple-memory-chip-59a3dbf6?siteid=yhoof2&yptr=yahoo,2026-06-18
AAPL,"Stocks to Watch Recap: Intel, Accenture, Apple, SpaceX",↗️ Intel (INTC): Shares in the tech giant surged more than 10% after President Trump said Apple agreed to work with it to design and build chips in the U.S. ↘️ Accenture (ACN): Shares in the consultancy and IT-services provider tumbled 18% after it cut its guidance; other software stocks are also down.,2026-06-18,21:10,https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-06-18-2026/card/stocks-to-watch-intel-apple-smith-wesson-CPWrDsktYLV7juQ6yYSl?siteid=yhoof2&yptr=yahoo,2026-06-18
AAPL,Apple’s Latest Reveal Proves That Micron Has “More Room To Run”,"Gene Munster, Managing Partner of Deepwater Asset Management, used a CNBC segment on June 18, 2026 to tie together two critical semiconductor stories: Apple‘s willingness to raise iPhone prices and the parabolic move in memory chip stocks. His thesis: when the most operationally disciplined hardware company in the world signals it cannot absorb the full ... Apple’s Latest Reveal Proves That Micron Has “More Room To Run”",2026-06-18,21:09,https://247wallst.com/investing/2026/06/18/apples-latest-reveal-proves-that-micron-has-more-room-to-run/,2026-06-18
AAPL,Intel shares surge after Trump touts deal with Apple,"Intel shares surged 11% Thursday, continuing their meteoric rise after President Trump said that the company had secured a deal to supply chips to Apple.",2026-06-18,21:03,https://www.axios.com/2026/06/18/intel-stock-apple-trump#utm_source=yahoo_finance&utm_medium=partner&utm_campaign=subs-partner-yahoo-finance-AI,2026-06-18
AAPL,"Update: Equities Rise, Oil Little Changed as Focus Shifts to Further US-Iran Talks",(Updates with market moves at the end of the day.) US benchmark equity indexes closed higher Thur,2026-06-18,20:55,https://finance.yahoo.com/markets/stocks/articles/equities-rise-oil-little-changed-205550234.html,2026-06-18
AAPL,"Update: US Equity Indexes Rise as Washington Lifts Blockade of Iran's Ports, Deal Sets Up Hormuz Chokepoint for Reopening","(Updates with index/price moves, macroeconomic data, and political/company news from the first parag",2026-06-18,20:52,https://finance.yahoo.com/markets/stocks/articles/us-equity-indexes-rise-washington-205239019.html,2026-06-18
AAPL,"S&P 500, Nasdaq And Dow End Holiday-Shortened Week Higher As Investors Cheer US-Iran Peace Deal — SPCX, AMZN, ONDS, NFLX, TTWO In Focus",Donald Trump and Iranian President Masoud Pezeshkian signed a preliminary agreement on Wednesday in a bid to end the conflict between the two countries.,2026-06-18,22:07,https://stocktwits.com/news-articles/markets/equity/s-and-p-500-nasdaq-and-dow-end-holiday-shortened-week-higher-as-investors-cheer-us-iran-peace-deal-spcx-amzn-onds-nflx-ttwo-in-focus/cZKk181R77v,2026-06-18
AAPL,Making $100K a Year? Here’s the One Fund That Compounds Without the Research,"You open your brokerage app, stare at a dozen tabs of analyst ratings, and realize you have spent another Saturday morning trying to pick winners. You aren’t a day trader. Instead, you have a job, a mortgage, maybe kids, and a vague plan to retire someday. You just want your money in the market, working, ... Making $100K a Year? Here’s the One Fund That Compounds Without the Research",2026-06-19,22:13,https://247wallst.com/investing/2026/06/19/making-100k-a-year-heres-the-one-fund-that-compounds-without-the-research/,2026-06-19
AAPL,"The Memory Boom Has Been a Gift to Micron. For Apple, It's Becoming a Problem. Or Is It?",The same shortage delivering record profits to memory makers is now squeezing one of the world's most valuable companies -- and its CEO says customers will end up paying for it.,2026-06-19,21:37,https://www.fool.com/investing/2026/06/19/the-memory-boom-has-been-a-gift-to-micron-for-appl/,2026-06-19
AAPL,Making Six Figures but Betting Everything on U.S. Stocks? AVUV Fixes That Problem,"You check your portfolio and it looks like every other portfolio in America. Apple, Microsoft, NVIDIA, Amazon, Meta, Alphabet, and a heaping side of S&P 500 index fund that is, when you look under the hood, basically more of the same seven names. You are 38, you have 25-plus years until retirement, and you have ... Making Six Figures but Betting Everything on U.S. Stocks? AVUV Fixes That Problem",2026-06-19,21:30,https://247wallst.com/investing/2026/06/19/making-six-figures-but-betting-everything-on-u-s-stocks-avuv-fixes-that-problem/,2026-06-19
AAPL,"If You’re 38 With $500K Saved, AVUV Fixes Your Tech-Heavy Portfolio","You check your portfolio and it looks like every other portfolio in America. Apple, Microsoft, NVIDIA, Amazon, Meta, Alphabet, and a heaping side of S&P 500 index fund that is, when you look under the hood, basically more of the same seven names. You are 38, you have 25 plus years until retirement, and you ... If You’re 38 With $500K Saved, AVUV Fixes Your Tech-Heavy Portfolio",2026-06-19,21:10,https://247wallst.com/investing/2026/06/19/if-youre-38-with-500k-saved-avuv-fixes-your-tech-heavy-portfolio/,2026-06-19
AAPL,ASML Faces Fresh China Export Scrutiny,Officials question possible EUV machine diversion report,2026-06-19,17:57,https://finance.yahoo.com/technology/articles/asml-faces-fresh-china-export-175704126.html,2026-06-19
AAPL,"Analyst Warns Intel Valuation ‘Doesn’t Make Sense.’ Suggests NVIDIA, AMD, Micron, and Broadcom as Alternatives.","D.A. Davidson’s head of technology research, Gil Luria, used a CNBC “Closing Bell Overtime” appearance to argue that the chip rally has produced a valuation contradiction investors should not ignore. His framing: both major semiconductor ETFs are up more than 80% this year, while memory names have surged 300% or more, yet the multiples investors ... Analyst Warns Intel Valuation ‘Doesn’t Make Sense.’ Suggests NVIDIA, AMD, Micron, and Broadcom as Alternatives.",2026-06-19,17:36,https://247wallst.com/investing/2026/06/19/analyst-warns-intel-valuation-doesnt-make-sense-suggests-nvidia-amd-micron-and-broadcom-as-alternatives/,2026-06-19
AAPL,ASML Draws Fresh China Scrutiny,U.S. officials are reportedly questioning whether a restricted chipmaking tool could have reached China.,2026-06-19,17:05,https://finance.yahoo.com/technology/articles/asml-draws-fresh-china-scrutiny-170543582.html,2026-06-19
AAPL,Lloyds (LYG) Launches “Lloyds Rewards” In-App Hub to Replace Everyday Offers,"​Lloyds Banking Group (NYSE:LYG) is one of the top value stocks to buy under $10. On June 9, Lloyds launched a new in-app hub called “Lloyds Rewards,” replacing its previous “Everyday Offers” to provide customers with an integrated space for savings, cashback, and prize draws. The hub is designed to make everyday banking more engaging […]",2026-06-19,16:52,https://finance.yahoo.com/markets/stocks/articles/lloyds-lyg-launches-lloyds-rewards-165213150.html,2026-06-19
AAPL,1 Consumer Stock with Solid Fundamentals and 2 We Question,"Most consumer discretionary businesses succeed or fail based on the broader economy. Over the past six months, it seems like demand may be facing some headwinds as the industry’s 3.7% return has lagged the S&P 500 by 5.2 percentage points.",2026-06-19,16:04,https://finance.yahoo.com/markets/stocks/articles/1-consumer-stock-solid-fundamentals-160458335.html,2026-06-19
AAPL,Bank of America predicts a major pricing shift for Apple,"Apple has spent years trying to make artificial intelligence a reason for consumers to buy new devices. That strategy has become more important as rivals, including Google, Microsoft, OpenAI, and Meta, move quickly with consumer-facing AI tools. For Apple, the opportunity is clear. If AI makes the ...",2026-06-19,16:03,https://www.thestreet.com/investing/bank-of-america-predicts-a-major-pricing-shift-for-apple-stock,2026-06-19
AAPL,Memory's price surge threatens Apple's 'magic formula' — and the economy: WSJ reporter,"Wall Street Journal technology reporter Rolfe Winkler discusses his interview with Apple (AAPL) CEO Tim Cook, who said that rising memory costs have made iPhone price increases ""unavoidable.""",2026-06-22,21:16,https://finance.yahoo.com/video/memorys-price-surge-threatens-apples-magic-formula--and-the-economy-wsj-reporter-211614571.html,2026-06-22
AAPL,10 Words From Apple CEO Tim Cook That Are Music to the Ears of Micron Technology Investors,Apple effectively confirmed that the memory shortage doesn't appear to be ending anytime soon.,2026-06-22,22:20,https://www.fool.com/investing/2026/06/22/10-words-from-apple-ceo-tim-cook-that-are-music-to/,2026-06-22
AAPL,"Tim Cook Says 'Pretty Good' Workers Master Their Jobs, While 'Brilliant' Workers Do This One Thing To Get To 100%: Excellence Can Only Get You So Far","Apple Inc. CEO Tim Cook says the difference between strong employees and truly brilliant ones comes down to purpose, arguing that excellence alone can take workers far, but not all the way. Cook Says Purpose Pushes Workers Past Excellence Cook told GQ in a video published in April 2023, ""We can all perform at 90%,"" adding, ""to get to 100%, you have to be inspired by something. You have to be working for some greater cause. There has to be some reason for doing it that’s beyond just being excelle",2026-06-22,21:31,https://www.yahoo.com/lifestyle/articles/tim-cook-says-pretty-good-213112813.html,2026-06-22
AAPL,"Stocks to Watch Recap: SpaceX, Alphabet, AbbVie, Intel","↗️ AbbVie (ABBV): The pharmaceutical company agreed to buy Apogee Therapeutics (APGE) for about $10.9 billion. AbbVie shares advanced more than 6%, while the biotech company's stock shot up more than 46%.",2026-06-22,20:34,https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-06-22-2026/card/stocks-to-watch-spacex-intel-easyjet-6t5fWPg7QjR2gyd3MrPr?siteid=yhoof2&yptr=yahoo,2026-06-22
AAPL,The Best Warren Buffett Dividend Stocks,The best Warren Buffett dividend stocks are expected to produce impressive returns for the Berkshire Hathaway equity portfolio. Here are five with healthy yields.,2026-06-22,20:18,https://www.kiplinger.com/investing/stocks/best-warren-buffett-dividend-stocks,2026-06-22
AAPL,"QQQ vs QQQM: Same Nasdaq-100 Index, One Clear Winner for Long-Term Investors","<p>QQQ and QQQM track the identical Nasdaq-100 index. The only material differences are expense ratio, share price, and options liquidity. Here's which one belongs in your portfolio, and why most long-term investors should make the switch.</p>",2026-06-22,19:42,http://www.etf.com/sections/news/qqq-vs-qqqm-same-nasdaq-100-index-one-clear-winner-long-term-investors?utm_source=yahoo-finance&utm_medium=rss&utm_campaign=yahoo-finance-rss,2026-06-22
AAPL,"Intel’s Surge on an Apple Chip Deal Means Investors Are Betting on Its Foundry, Says Bernstein’s Stacy Rasgon","Intel (NASDAQ:INTC) ripped higher last week after former President Donald Trump posted on Truth Social that Apple (NASDAQ:AAPL) had agreed to design and manufacture chips with Intel inside the United States. Intel closed up 10.64% at $133.99, with INTC stock now above $140. Bernstein’s Stacy Rasgon, on CNBC, framed the move bluntly. “Intel at these ... Intel’s Surge on an Apple Chip Deal Means Investors Are Betting on Its Foundry, Says Bernstein’s Stacy Rasgon",2026-06-22,19:36,https://247wallst.com/investing/2026/06/22/intels-surge-on-an-apple-chip-deal-means-investors-are-betting-on-its-foundry-says-bernsteins-stacy-rasgon/,2026-06-22
AAPL,Berkshire Looked Like It Got a Bargain on Alphabet Stock. It Didn’t.,Alphabet’s big stock drop was spurred by a Google DeepMind scientist who is leaving for Anthropic. His departure is a blow to Alphabet’s AI initiatives.,2026-06-22,19:34,https://www.barrons.com/articles/berkshire-alphabet-stock-bargain-2cbe877c?siteid=yhoof2&yptr=yahoo,2026-06-22
AAPL,"Why Apple (AAPL) Is Tying Its AI Comeback to Devices, Services, and Siri","Apple Inc. (NASDAQ:AAPL) is one of Kevin O’Leary’s top stock picks for 2026 through the O’Shares U.S. Quality Dividend ETF. The stock made up 5.29% of the ETF as of June 18, 2026. On June 8, 2026, Apple unveiled the next generation of Apple Intelligence and Siri AI across iPhone, iPad, Mac, Apple Watch, AirPods, […]",2026-06-22,19:10,https://finance.yahoo.com/technology/ai/articles/why-apple-aapl-tying-ai-075229929.html,2026-06-22
AAPL,Your Next iPhone Is About to Cost More. Tim Cook Just Told You Why,"Tim Cook spent the back half of Apple’s recent earnings call telling analysts, in carefully chosen accountant language, that the things inside your next iPhone are about to get more expensive. “For the June quarter,” he said, “we expect significantly higher memory costs… beyond the June quarter, we believe memory costs will drive an increasing ... Your Next iPhone Is About to Cost More. Tim Cook Just Told You Why",2026-06-22,18:48,https://247wallst.com/investing/2026/06/22/your-next-iphone-is-about-to-cost-more-tim-cook-just-told-you-why/,2026-06-22
AMZN,"Amazon CEO Jassy says company could sell AI chips, raising stakes for Nvidia, AMD",Amazon CEO Andy Jassy laid out plans to potentially sell AI chips and robots in his annual shareholder newsletter.,2026-04-09,14:28,https://finance.yahoo.com/news/amazon-ceo-jassy-says-company-could-sell-ai-chips-raising-stakes-for-nvidia-amd-142835117.html,2026-04-09
AMZN,Amazon.com Inc. (AMZN) Shows How Logistics Scale Can Become a Broader E-Commerce Service,"Amazon.com, Inc. (NASDAQ:AMZN) is one of the best e-commerce stocks to buy as global sales hit records. The company’s advantage in online retail has long been tied to fulfillment depth, and Amazon is now pushing more of that logistics infrastructure beyond its own marketplace. On June 10, Amazon Supply Chain Services launched a less-than-truckload freight […]",2026-06-14,19:58,https://finance.yahoo.com/markets/stocks/articles/amazon-com-inc-amzn-shows-195852040.html,2026-06-14
AMZN,The Better AI Cloud Stock: Microsoft or Amazon?,"Both are racing to turn enormous AI spending into cloud profits. But on growth and valuation, one looks like the more compelling buy today.",2026-06-14,19:37,https://www.fool.com/investing/2026/06/14/the-better-ai-cloud-stock-microsoft-or-amazon/,2026-06-14
AMZN,Kohl's CEO triggers major price cuts ahead of summer shopping season,"In 2015, Amazon held the first-ever Prime Day, a 24-hour savings bonanza that marked the online retailer’s 20th anniversary. That singular event changed the landscape of seasonal sales. Where department stores used to hold end-of-season discounting events twice a year, typically in August and ...",2026-06-14,18:17,https://www.thestreet.com/retail/kohls-ceo-major-price-cuts-summer-savings-event,2026-06-14
AMZN,Meet the E-Commerce Stock That's Up 25% in 2026. Is It a Better Buy Than Amazon?,"The retail sector is absolutely massive, which means companies of all sizes are fighting for a share of consumers' wallets.",2026-06-14,15:50,https://www.fool.com/investing/2026/06/14/e-commerce-stock-up-2026-better-buy-amazon/,2026-06-14
AMZN,Corning’s Amazon Deal Validates the AI Optics Boom. What That Means for GLW Stock.,Corning’s latest Amazon agreement strengthens the case that fiber optics demand is becoming a major AI infrastructure growth driver.,2026-06-14,15:00,https://www.barchart.com/story/news/2461973/cornings-amazon-deal-validates-the-ai-optics-boom-what-that-means-for-glw-stock,2026-06-14
AMZN,Coinbase's D'Agostino reveals the plan to put all of finance on one app,"Amazon started by selling books. Then it sold everything, and along the way it rebuilt the infrastructure that the rest of retail now runs on. That is the lens James Heckman, CEO of Roundtable, put to Coinbase in a conversation on the floor of the New York Stock Exchange, a company that started by ...",2026-06-14,13:53,https://www.thestreet.com/crypto/markets/coinbases-dagostino-reveals-the-plan-to-put-all-of-finance-on-one-app,2026-06-14
AMZN,SpaceX stock drops after breaking 3-day winning streak,"SpaceX opened lower on Thursday, extending losses from the prior session.",2026-06-18,12:48,https://finance.yahoo.com/markets/stocks/article/spacex-stock-drops-after-breaking-3-day-winning-streak-124809291.html,2026-06-18
AMZN,"Here’s Why Amazon.com, Inc. (AMZN) is a Top Growth Stock to Buy According to Ray Dalio’s Bridgewater","Amazon.com, Inc. (NASDAQ:AMZN) is one of the best growth stocks to buy, according to billionaire Ray Dalio’s Bridgewater Associates. On June 11, Amazon.com, Inc. (NASDAQ:AMZN) announced the full rollout of Alexa+, its generative AI-powered assistant, across Canada. Prime members can access it at no extra cost, while non-Prime users pay $27.99 CAD per month. The […]",2026-06-18,21:18,https://finance.yahoo.com/technology/ai/articles/why-amazon-com-inc-amzn-211826478.html,2026-06-18
AMZN,Amazon.com Is in Talks to Sell AI Chips. Can It Rival Nvidia?,"Amazon Web Services, the company’s cloud-computing arm, has opened discussions with potential customers looking to use its custom Trainium chips.",2026-06-18,20:56,https://www.barrons.com/articles/amazon-ai-chips-nvidia-e1714e7b?siteid=yhoof2&yptr=yahoo,2026-06-18
AMZN,Marvell surged 7% Thursday as Amazon plans to sell Trainium chips externally,"Marvell is the lead design and manufacturing partner for AWS's custom Trainium AI chips, making it a direct beneficiary of any broadening of that platform. Volume in MRVL reached roughly 188 million shares, more than five times its three-month daily average of around 36 million.",2026-06-18,20:51,https://finance.yahoo.com/technology/ai/articles/marvell-surged-7-thursday-amazon-205123197.html,2026-06-18
AMZN,The Unstoppable Stock Market Rally Is Defying Fed Fears,The Fed may have to hike rates later this year. But investors are focusing more on strong fundamentals for Corporate America and the economy.,2026-06-18,20:23,https://www.barrons.com/articles/sp-500-market-rally-fed-fears-4714a6d0?siteid=yhoof2&yptr=yahoo,2026-06-18
AMZN,Should Amazon’s US$10 Billion Missouri AI Bet and Trainium Chip Sales Shift AMZN’s Cloud Narrative?,"Amazon has announced plans to invest US$10.00 billion in a new data center campus in Montgomery County, Missouri, while also exploring direct sales of its custom Trainium AI chips to companies operating their own data centers. Together, the Missouri build-out and potential off-AWS Trainium sales highlight Amazon’s push to blur the line between cloud provider and AI hardware supplier, extending its reach deeper into global AI infrastructure. With these moves centered on Missouri’s new data...",2026-06-18,20:17,https://finance.yahoo.com/technology/ai/articles/amazon-us-10-billion-missouri-201725953.html,2026-06-18
AMZN,SpaceX Just Identified a $22.7 Trillion Enterprise AI Market. These 2 AI Stocks Are Already Inside the Empire.,There are lots of ways to invest in enterprise artificial intelligence (AI) without getting caught up in the SpaceX hype.,2026-06-18,23:20,https://www.fool.com/investing/2026/06/18/spacex-just-identified-a-227-trillion-enterprise-a/,2026-06-18
AMZN,Is Plug Power Inc. (PLUG) A Good Stock To Buy Now?,"Is PLUG a good stock to buy? We came across a bullish thesis on Plug Power Inc. on TradersPro’s Substack. In this article, we will summarize the bulls’ thesis on PLUG. Plug Power Inc.’s share was trading at $2.8000 as of June 15th. Plug Power, Inc. (PLUG) is positioned as a leading hydrogen energy infrastructure company benefiting […]",2026-06-19,19:40,https://finance.yahoo.com/markets/stocks/articles/plug-power-inc-plug-good-194003920.html,2026-06-19
AMZN,Novo Nordisk Stock Rally as Owner Unveils $69 Million Obesity Research Push,Novo Nordisk Owner Bets Big on Obesity Breakthroughs With New $69 Million Program,2026-06-19,18:01,https://finance.yahoo.com/healthcare/articles/novo-nordisk-stock-rally-owner-180142118.html,2026-06-19
AMZN,Amazon Hits Water Milestone in India,The company says it now returns more water than it uses as data center scrutiny grows.,2026-06-19,17:47,https://finance.yahoo.com/technology/articles/amazon-hits-water-milestone-india-174756040.html,2026-06-19
AMZN,SpaceX's retail boom runs into its first price wall,SpaceX instantly became a retail capital magnet. Now the stock is giving early buyers their first gut check.,2026-06-22,18:50,https://finance.yahoo.com/markets/article/spacexs-retail-boom-runs-into-its-first-price-wall-185036364.html,2026-06-22
AMZN,Walmart slashed the prices of expensive electronics by up to 88% off,"You've likely heard of Christmas in July, but what about the Black Friday of summer? Over a decade ago, back in 2015, Amazon hosted its very first Prime Day Sale, and it has since evolved into a monumental savings week that multiple retailers participate in. Walmart is the first to get into the ...",2026-06-22,21:30,https://www.thestreet.com/shopping/electronic-sales-summer-walmart-deals-2026,2026-06-22
AMZN,"Dow Jones Futures: Tech Stocks Tumble As SpaceX Plunges; Amazon, Alphabet, Nvidia Sell Off","Dow Jones Futures: The tech-heavy Nasdaq composite sold off Monday as SpaceX stock plunged. Amazon, Alphabet and Nvidia logged heavy losses.",2026-06-22,21:13,https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-spacex-amazon-alphabet-nvidia/?src=A00220&yptr=yahoo,2026-06-22
AMZN,AI Stocks in a Value Fund? This Veteran Money Pro Says Absolutely.,The Patient Opportunity Trust takes a value approach to investing. But one of its fund managers says that doesn’t mean it ignores growth.,2026-06-22,21:10,https://www.barrons.com/articles/value-investing-bargain-stocks-ai-b054750c?siteid=yhoof2&yptr=yahoo,2026-06-22
AMZN,Amazon (AMZN) Teams Up With ArcelorMittal To Bring AI Into Steel Plants,"Amazon Web Services and ArcelorMittal have agreed to work together on AI and cloud-powered automation across global steel plants. The collaboration targets safety, energy efficiency, and asset reliability in heavy industrial operations. The announcement adds a large industrial partner to Amazon Web Services, extending its reach beyond traditional IT customers. Amazon.com, traded as NasdaqGS:AMZN, is adding this industrial automation push on top of a long track record in cloud computing and...",2026-06-22,21:07,https://finance.yahoo.com/technology/ai/articles/amazon-amzn-teams-arcelormittal-bring-210716304.html,2026-06-22
AMZN,"Update: Sliding Communication Services, Surging Treasury Yields Push US Equity Indexes in Mixed Territory",(Updates with index/price moves and political/company news from the first paragraph.) US equity i,2026-06-22,20:51,https://finance.yahoo.com/markets/stocks/articles/sliding-communication-services-surging-treasury-205131818.html,2026-06-22
AMZN,Stock Market Today: Dow Up As Bessent Makes This Iran Move; SpaceX Craters (Live Coverage),The Dow Jones index rises as Treasury Secretary Scott Bessent makes an Iran move. SpaceX craters on the stock market today. Some AI stocks test buy points.,2026-06-22,20:31,https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-us-iran-peace-talks-spacex-stock-spcx/?src=A00220&yptr=yahoo,2026-06-22
AMZN,"US Equity Markets Mixed as Communication Services Stocks Fall, Bond Yields Move Up",US equity indexes were mixed on Monday after communication services stocks saw steep declines and go,2026-06-22,20:14,https://finance.yahoo.com/markets/stocks/articles/us-equity-markets-mixed-communication-201424485.html,2026-06-22
AMZN,"Cerebras gets set for inaugural earnings with upside potential, Wedbush says","Cerebras Systems (NASDAQ:CBRS) is approaching its first earnings report as a public company with execution rather than demand as the key variable to watch, according to Wedbush analysts. Demand risk is ""almost zero,"" according to Wedbush, given Cerebras's existing deals with OpenAI and...",2026-06-22,20:03,https://www.proactiveinvestors.com/companies/news/1094288/cerebras-gets-set-for-inaugural-earnings-with-upside-potential-wedbush-says-1094288.html,2026-06-22
AMZN,"Update: US Equity Indexes Mixed as Communication Services Sector Slides, Treasury Yields Surge",(Updates with index/price moves and political news from the first paragraph.) US equity indexes t,2026-06-22,19:50,https://finance.yahoo.com/markets/stocks/articles/us-equity-indexes-mixed-communication-195009896.html,2026-06-22
