ticker,title,summary,date,time,url
GOOGL,Big Growth. 'Undemanding' Prices. Are Big Tech Stocks Value Plays These Days?,"Morgan Stanley analysts on Wednesday reiterated their endorsement of hyperscaler stocks, which they argue offer investors exceptional earnings growth at ""undemanding"" prices.",2026-05-13,20:38,https://www.investopedia.com/big-growth-undemanding-prices-are-big-tech-stocks-still-value-plays-these-days-11974158
GOOGL,Robert Reich Targets Sean Duffy Over Boeing And Shell-Backed Reality TV Show: 'Pause Your Hollywood Dreams',"Economist Robert Reich has criticized Transport Secretary Sean Duffy‘s reality TV show, flagging its funding by transport industry stakeholders, as ordinary Americans continue to pay higher prices for gas. Robert Reich Flags Sponsorships In a post on X on Monday,...",2026-05-13,20:30,https://www.yahoo.com/news/articles/robert-reich-targets-sean-duffy-203021993.html
META,Nebius stock soars as revenue jumps 684% on booming data center demand,Nebius stock soars after quarterly results.,2026-05-13,15:23,https://finance.yahoo.com/markets/article/nebius-stock-soars-as-revenue-jumps-684-on-booming-data-center-demand-152316937.html
META,Q1 Earnings Season Reconfirms the Positive Earnings Outlook,"The overall earnings picture continues to be of all-around strength and a steadily improving outlook, with Q1 results showing nice momentum while expectations for Q2 also trend higher.",2026-05-13,22:07,https://finance.yahoo.com/markets/stocks/articles/q1-earnings-season-reconfirms-positive-220700327.html
META,Micron Tops $900 Billion Market Cap. How the Samsung Strike Could Help the Chip Maker.,"A walkout at rival Samsung could hit about 3% of global memory-chip production, according to estimates.",2026-05-13,21:36,https://www.barrons.com/articles/micron-stock-price-samsung-strike-sandisk-2bd26f87?siteid=yhoof2&yptr=yahoo
META,"Top Analyst Reports for Meta, Pfizer & Salesforce",Meta ramps up AI infrastructure and ad tools as Pfizer rebounds and Salesforce expands AI offerings amid macro pressures.,2026-05-13,21:01,https://finance.yahoo.com/markets/stocks/articles/top-analyst-reports-meta-pfizer-210100247.html
META,Big Growth. 'Undemanding' Prices. Are Big Tech Stocks Value Plays These Days?,"Morgan Stanley analysts on Wednesday reiterated their endorsement of hyperscaler stocks, which they argue offer investors exceptional earnings growth at ""undemanding"" prices.",2026-05-13,20:38,https://www.investopedia.com/big-growth-undemanding-prices-are-big-tech-stocks-still-value-plays-these-days-11974158
META,Oklo’s Losses Deepen. Why the Nuclear Start-Up Still Has Wall Street’s Attention.,"Oklo’s  losses deepened in its latest quarter, but the nuclear start-up remains committed to building a first-of-its-kind powerhouse that just cleared a major regulatory hurdle.  Oklo finished the latest quarter with $1.59 billion in cash and cash equivalents and $614.5 million in marketable debt securities.  With no revenue to analyze, Oklo’s health is difficult to gauge.",2026-05-13,20:29,https://www.barrons.com/articles/oklo-earnings-stock-price-nuclear-8228360e?siteid=yhoof2&yptr=yahoo
META,Is Vistra (VST) Still a Good AI Stock to Buy? Grok Says Yes,We just covered Grok’s Latest Stock Portfolio in 2026: Elon Musk’s AI Chatbot’s Top 10 Stock Picks. Vistra Corp (NYSE:VST) ranks #3 (see Grok’s Latest Stock Portfolio in 2026: AI Assistant’s Top 5 Stock Picks). Number of Hedge Funds: 102 Surging electricity demand amid the AI data center boom drives the bull case for Vistra […],2026-05-13,20:16,https://finance.yahoo.com/news/vistra-vst-still-good-ai-201659744.html
META,Nuclear Reactor Startup Oklo Reports Wider Losses Amid AI Boom,"Oklo widened losses for the first quarter late Tuesday but matched analyst estimates. Oklo stock slumped near a key level on Wednesday, with other nuclear stocks seeing mixed action. Several other nuclear companies have already reported AI-fueled earnings.",2026-05-13,20:05,https://www.investors.com/news/oklo-earnings-q1-oklo-stock-nuclear-stocks/?src=A00220&yptr=yahoo
META,Cerebras IPO Is Expected to Price Tonight in Major Test for Chip Rally,"Cerebras’s IPO comes at a dramatic time, with chip stocks surging and many at or near all-time highs.",2026-05-13,20:03,https://www.barrons.com/articles/cerebras-ipo-chip-stocks-eab2b046?siteid=yhoof2&yptr=yahoo
META,"Meta Platforms, Inc. (META): Chris Rokos Trims Position","We just covered the Chris Rokos Stock Portfolio: Top 10 Stock Picks and Meta Platforms, Inc. (NASDAQ:META) ranks 7th on this list. Meta Platforms, Inc. (NASDAQ:META) has had a topsy-turvy relationship with Rokos Capital Management. The fund first disclosed a stake in the company back in the first quarter of 2019. This position comprised just […]",2026-05-13,19:33,https://finance.yahoo.com/news/meta-platforms-inc-meta-chris-193359308.html
AMZN,"Tech stocks today: Cerebras to stage blockbuster IPO, tech stocks climb as Cook, Musk, and Huang join Trump for China trip","The tech sector helped US stocks cruise to all-time highs last week, as the artificial intelligence boom broadened.",2026-05-11,10:00,https://finance.yahoo.com/sectors/technology/live/tech-stocks-today-cerebras-to-stage-blockbuster-ipo-tech-stocks-climb-as-cook-musk-and-huang-join-trump-for-china-trip-100000399.html
AMZN,What's fueling 6 consecutive quarters of earnings growth,Bullseye American Ingenuity Fund Portfolio Manager Adam Johnson joins Josh Lipton on Market Domination to discuss the key drivers behind the market’s record highs and continued growth momentum.,2026-05-13,20:01,https://finance.yahoo.com/video/whats-fueling-6-consecutive-quarters-of-earnings-growth-200110223.html
AMZN,Are you AI tokenmaxxing your way to the top?,"Morning Brief Host Julie Hyman and Yahoo Finance Head of News Myles Udland sit down to talk about the Financial Times' coverage of Big Tech employees — such as at Amazon (AMZN) — engaging in the latest trend: AI tokenmaxxing, or excessively using AI to inflate AI usage on internal leaderboards.",2026-05-13,15:45,https://finance.yahoo.com/video/ai-tokenmaxxing-way-top-154500830.html
AMZN,"Dow Jones Futures Rise, Cisco Soars On AI Orders After Google, Nvidia, Tesla Lead S&P 500, Nasdaq To Highs","The S&P 500 and Nasdaq ran higher, led by Google, Nvidia, Tesla and other titans. Cisco earnings beat while AI chipmaker Cerebras will price its IPO.",2026-05-13,23:06,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-cisco-earnings-google-nvidia-tesla-sp-500-nasdaq-cerebras-ipo-late/?src=A00220&yptr=yahoo
AMZN,"Nasdaq, S&P 500 Hit Fresh Highs as Tech Stocks Rise","The Nasdaq Composite and the S&P 500 reached fresh peaks on Wednesday, buoyed by a rally in technolo",2026-05-13,21:42,https://finance.yahoo.com/markets/stocks/articles/nasdaq-p-500-hit-fresh-214228486.html
AMZN,Amazon Puts Alexa Inside the Shopping Search Bar in AI Push,"(Bloomberg) -- Artificial intelligence algorithms are coming to some of the most valuable real estate in retail: the Amazon.com Inc. search bar.Most Read from BloombergAmbani’s Cola War With Coke, Pepsi Spurs Fridge Bonanza in IndiaNvidia’s CEO Joins Trump in China With AI in the SpotlightMamdani Scraps Property Tax Hike, Counts Second-Home RevenueTrump Lands in China for Xi Trade Summit With Iran War in LimboQueries typed into Amazon’s website and mobile app will soon reply, depending on the co",2026-05-13,21:13,https://finance.yahoo.com/sectors/technology/articles/amazon-puts-alexa-inside-shopping-130000568.html
AMZN,Big Growth. 'Undemanding' Prices. Are Big Tech Stocks Value Plays These Days?,"Morgan Stanley analysts on Wednesday reiterated their endorsement of hyperscaler stocks, which they argue offer investors exceptional earnings growth at ""undemanding"" prices.",2026-05-13,20:38,https://www.investopedia.com/big-growth-undemanding-prices-are-big-tech-stocks-still-value-plays-these-days-11974158
AMZN,How SpaceX Helped Send Alphabet Stock to the Moon.,"AI data centers in space are looking like a thing after all.  Tuesday, The Wall Street Journal reported that  Alphabet’s  Google and SpaceX were in talks to launch Google’s orbital data centers in space.  SpaceX and Alphabet didn’t immediately respond to a request for comment about the report, but Alphabet had been in discussion with many launch providers after announcing its “Project Suncatcher” in November, a research initiative aimed at building orbital data centers powered by the sun.",2026-05-13,20:27,https://www.barrons.com/articles/google-spacex-ai-data-centers-elon-musk-cac5ecae?siteid=yhoof2&yptr=yahoo
AMZN,UPS Weighs Amazon Competition Against Valuation Gap And Healthcare Focus,"Amazon has launched Amazon Supply Chain Services, putting it in direct competition with United Parcel Service (NYSE:UPS) in global logistics. UPS is accelerating its exit from lower margin Amazon delivery volumes following this development. The company is planning significant job cuts and putting more focus on its healthcare logistics operations. UPS is one of the largest parcel delivery and logistics companies, and Amazon moving further into end to end logistics changes the competitive...",2026-05-13,20:23,https://finance.yahoo.com/news/ups-weighs-amazon-competition-against-202349077.html
AMZN,Amazon Ditches Rufus for New AI Shopping Assistant,Amazon is replacing Rufus with Alexa for Shopping as the company pushes further into agentic AI commerce.,2026-05-13,19:35,https://www.barrons.com/articles/amazon-stock-rufus-alexa-ai-shopping-e6c2a02d?siteid=yhoof2&yptr=yahoo
MSFT,Nebius stock soars as revenue jumps 684% on booming data center demand,Nebius stock soars after quarterly results.,2026-05-13,15:23,https://finance.yahoo.com/markets/article/nebius-stock-soars-as-revenue-jumps-684-on-booming-data-center-demand-152316937.html
MSFT,Anthropic debuts Claude for Small Business as it continues its enterprise software push,Anthropic is entering the small business market.,2026-05-13,16:05,https://finance.yahoo.com/news/anthropic-debuts-claude-for-small-business-as-it-continues-its-enterprise-software-push-160500355.html
MSFT,Wall Street’s Top Chartist Warns US Tech Stocks Now At Highest Concentration Since the 2000 Bubble,"Craig Johnson, Chief Market Technician at Piper Sandler, used his CNBC Morning Call Sheet appearance to flag concerns for self-directed investors riding the AI trade. Introducing Piper Sandler’s report The Bull Market That Few Trust, Johnson said: “The technology sector is now 41% of the investable assets here in the US. Semiconductors are 50% of ... Wall Street’s Top Chartist Warns US Tech Stocks Now At Highest Concentration Since the 2000 Bubble",2026-05-13,20:50,https://247wallst.com/investing/2026/05/13/wall-streets-top-chartist-warns-us-tech-stocks-now-at-highest-concentration-since-the-2000-bubble/
MSFT,Big Growth. 'Undemanding' Prices. Are Big Tech Stocks Value Plays These Days?,"Morgan Stanley analysts on Wednesday reiterated their endorsement of hyperscaler stocks, which they argue offer investors exceptional earnings growth at ""undemanding"" prices.",2026-05-13,20:38,https://www.investopedia.com/big-growth-undemanding-prices-are-big-tech-stocks-still-value-plays-these-days-11974158
MSFT,Exclusive-Microsoft eyeing startup deals for life after OpenAI,"Microsoft is shopping for artificial-intelligence startups as the software company prepares for a future independent of its once-vital partner OpenAI, five people familiar with the matter said.  This spring, ‌Microsoft weighed acquiring code-generation startup Cursor, four people said.  Microsoft is in discussions with Inception, a small startup built by a Stanford University team focused on a different method of developing large language models, three people familiar with the matter said.",2026-05-13,20:14,https://finance.yahoo.com/news/exclusive-microsoft-eyeing-startup-deals-201449688.html
MSFT,Grok AI Stock Portfolio Includes This Under-The-Radar AI Stock,We just covered Grok’s Latest Stock Portfolio in 2026: Elon Musk’s AI Chatbot’s Top 10 Stock Picks. IREN Limited (NASDAQ:IREN) ranks #7 (see Grok’s Latest Stock Portfolio in 2026: AI Assistant’s Top 5 Stock Picks). Number of Hedge Funds: 46 IREN Limited (NASDAQ:IREN) operates large data centers and makes money by renting out computing power […],2026-05-13,20:10,https://finance.yahoo.com/news/grok-ai-stock-portfolio-includes-201020868.html
MSFT,Microsoft (MSFT):  A Top Holding in Grok AI Stock Portfolio For 2026,"We just covered Grok’s Latest Stock Portfolio in 2026: Elon Musk’s AI Chatbot’s Top 10 Stock Picks. Microsoft Corporation (NASDAQ:MSFT) ranks #1 (see Grok’s Latest Stock Portfolio in 2026: AI Assistant’s Top 5 Stock Picks). Number of Hedge Funds: 312 Microsoft reported strong earnings, but the stock wavered amid CapEx and AI-related concerns. CapEx guidance […]",2026-05-13,20:07,https://finance.yahoo.com/news/microsoft-msft-top-holding-grok-200753347.html
MSFT,Microsoft Corporation (MSFT): Chris Rokos Trims Holding,We just covered the Chris Rokos Stock Portfolio: Top 10 Stock Picks and Microsoft Corporation (NASDAQ:MSFT) ranks 4th on this list. Microsoft Corporation (NASDAQ:MSFT) is a long-term holding in the 13F portfolio of Rokos Capital Management. The fund first disclosed a stake in the company in the fourth quarter of 2020. This position comprised over […],2026-05-13,19:31,https://finance.yahoo.com/news/microsoft-corporation-msft-chris-rokos-193124442.html
MSFT,"Market Chatter: Microsoft Spent More Than $100 Billion on OpenAI Partnership, Executive Testifies","Microsoft (MSFT) has spent over $100 billion on its partnership with OpenAI, including investments,",2026-05-13,18:50,https://finance.yahoo.com/news/market-chatter-microsoft-spent-more-185035569.html
MSFT,The Smart Money Isn’t Hesitating to Buy These 2 Battered Software Stocks,"The two largest names in enterprise software have been bruised, and the smart money is using the discount to add exposure. Oracle (NYSE:ORCL) trades near $190 against a Wall Street consensus target of $242.10, while Microsoft (NASDAQ:MSFT) sits around $405 versus a target of $561.56. Both gaps run well into double digits. Both companies are ... The Smart Money Isn’t Hesitating to Buy These 2 Battered Software Stocks",2026-05-13,18:31,https://247wallst.com/investing/2026/05/13/the-smart-money-isnt-hesitating-to-buy-these-2-battered-software-stocks/
