ticker,title,summary,date,time,url,date_clean,title_word_count,market_session,time_clean,sentiment_label,sentiment_score,sentiment_confidence
AAPL,"Tim Cook Says 'Pretty Good' Workers Master Their Jobs, While 'Brilliant' Workers Do This One Thing To Get To 100%: Excellence Can Only Get You So Far","Apple Inc. CEO Tim Cook says the difference between strong employees and truly brilliant ones comes down to purpose, arguing that excellence alone can take workers far, but not all the way. Cook Says Purpose Pushes Workers Past Excellence Cook told GQ in a video published in April 2023, ""We can all perform at 90%,"" adding, ""to get to 100%, you have to be inspired by something. You have to be working for some greater cause. There has to be some reason for doing it that’s beyond just being excelle",2026-06-22,21:31,https://www.yahoo.com/lifestyle/articles/tim-cook-says-pretty-good-213112813.html,2026-06-22,27,unknown,unknown,neutral,0.0,0.8084
AAPL,"Intel’s Surge on an Apple Chip Deal Means Investors Are Betting on Its Foundry, Says Bernstein’s Stacy Rasgon","Intel (NASDAQ:INTC) ripped higher last week after former President Donald Trump posted on Truth Social that Apple (NASDAQ:AAPL) had agreed to design and manufacture chips with Intel inside the United States. Intel closed up 10.64% at $133.99, with INTC stock now above $140. Bernstein’s Stacy Rasgon, on CNBC, framed the move bluntly. “Intel at these ... Intel’s Surge on an Apple Chip Deal Means Investors Are Betting on Its Foundry, Says Bernstein’s Stacy Rasgon",2026-06-22,19:36,https://247wallst.com/investing/2026/06/22/intels-surge-on-an-apple-chip-deal-means-investors-are-betting-on-its-foundry-says-bernsteins-stacy-rasgon/,2026-06-22,18,unknown,unknown,positive,0.8724,0.8724
AAPL,"Why Apple (AAPL) Is Tying Its AI Comeback to Devices, Services, and Siri","Apple Inc. (NASDAQ:AAPL) is one of Kevin O’Leary’s top stock picks for 2026 through the O’Shares U.S. Quality Dividend ETF. The stock made up 5.29% of the ETF as of June 18, 2026. On June 8, 2026, Apple unveiled the next generation of Apple Intelligence and Siri AI across iPhone, iPad, Mac, Apple Watch, AirPods, […]",2026-06-22,19:10,https://finance.yahoo.com/technology/ai/articles/why-apple-aapl-tying-ai-075229929.html,2026-06-22,13,unknown,unknown,neutral,0.0,0.9329
AAPL,Your Next iPhone Is About to Cost More. Tim Cook Just Told You Why,"Tim Cook spent the back half of Apple’s recent earnings call telling analysts, in carefully chosen accountant language, that the things inside your next iPhone are about to get more expensive. “For the June quarter,” he said, “we expect significantly higher memory costs… beyond the June quarter, we believe memory costs will drive an increasing ... Your Next iPhone Is About to Cost More. Tim Cook Just Told You Why",2026-06-22,18:48,https://247wallst.com/investing/2026/06/22/your-next-iphone-is-about-to-cost-more-tim-cook-just-told-you-why/,2026-06-22,14,unknown,unknown,neutral,0.0,0.8688
AAPL,Apple and Intel Just Signed a Historic Chip Partnership. Is the Silicon Pioneer a No-Brainer Buy Today?,Intel's revival is a step closer to becoming a reality.,2026-06-23,19:59,https://www.fool.com/investing/2026/06/23/apple-intel-sign-historic-chip-partner-buy-stock/,2026-06-23,17,unknown,unknown,neutral,0.0,0.8322
AAPL,META Expands $299 Smart Glasses Lineup As It Challenges Apple’s AR Ambitions — Stock Gains Nearly 1.5%,Meta Platforms Inc. has strengthened its hardware portfolio by expanding its partnership with eyewear giant EssilorLuxottica to launch a diverse 26-style lineup of $299 AI-enabled smart glasses.,2026-06-23,17:12,https://stocktwits.com/news-articles/markets/equity/meta-expands-299-smart-glasses-lineup-as-it-challenges-apple-s-ar-ambitions-stock-gains-nearly-1-5/cZKwBjiR7ar,2026-06-23,17,unknown,unknown,positive,0.9477,0.9477
AAPL,UK tribunal gives go ahead for $4 billion lawsuit against Apple over iCloud services,"LONDON, June 23 (Reuters) - Britain's competition tribunal has approved a £3 billion ($4 billion) lawsuit against Apple over its iCloud storage service, consumer group Which?",2026-06-23,15:59,https://ca.finance.yahoo.com/news/uk-tribunal-gives-ahead-4-122216977.html,2026-06-23,14,unknown,unknown,negative,-0.7741,0.7741
AAPL,"Tim Cook issues chilling warning as ‘hundred-year-flood’ strikes US tech giants like Apple, Dell, HP. Get protection now","Keep your head above water, if you can.",2026-06-23,15:50,https://finance.yahoo.com/technology/articles/tim-cook-issues-chilling-warning-155000396.html,2026-06-23,18,unknown,unknown,neutral,0.0,0.6776
AAPL,Apple Stock Polishing New Buy Zone With All-Time High In Sight,"Regaining support at its 21-day exponential moving average, Apple stock is shaking off a spat of turbulence.",2026-06-24,20:29,https://www.investors.com/research/breakout-stocks-technical-analysis/apple-stock-aapl-buy-range/?src=A00220&yptr=yahoo,2026-06-24,11,unknown,unknown,positive,0.8519,0.8519
AAPL,Apple’ s AI Upgrade Probably Won’t Be a Game Changer for AAPL Stock,Siri's rejuvenation is unlikely to boost the iPhone's market share.,2026-06-24,14:24,https://www.barchart.com/story/news/2627959/apple-s-ai-upgrade-probably-wont-be-a-game-changer-for-aapl-stock,2026-06-24,13,unknown,unknown,neutral,0.0,0.7632
AAPL,"Stock market today: Dow rises, S&P 500 and Nasdaq slip as Micron soars, Apple drags Big Tech lower","Nasdaq jumps amid revived confidence in the AI trade, as Fed-favored inflation print keeps rate hikes in play.",2026-06-24,23:26,https://finance.yahoo.com/markets/live/stock-market-today-dow-rises-sp-500-and-nasdaq-slip-as-micron-soars-apple-drags-big-tech-lower-232650645.html,2026-06-24,18,unknown,unknown,negative,-0.9552,0.9552
AAPL,Dow Jones Futures: Mixed Market Signals As Micron's Gain Is Apple's Pain,The Nasdaq reversed lower again while the Dow came off record highs. Micron soared but Apple led other tech titans lower.,2026-06-25,22:37,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-mixed-signals-micron-flies-apple-dives/?src=A00220&yptr=yahoo,2026-06-25,12,unknown,unknown,negative,-0.7115,0.7115
AAPL,"Stock Market Today, June 25: Apple Drops After Raising Device Prices to Offset Higher Memory Costs","On June 25, 2026, Apple’s price hikes across Macs and iPads put investor focus on margins and consumer demand.",2026-06-25,22:10,https://www.fool.com/coverage/stock-market-today/2026/06/25/stock-market-today-june-25-apple-drops-after-raising-device-prices-to-offset-higher-memory-costs/,2026-06-25,16,unknown,unknown,negative,-0.9124,0.9124
AAPL,"S&P 500 Ends Flat As Apple Weakness Offsets Micron Gains, Nasdaq 100 And Dow Post Modest Gains — MSFT, QCOM, SPCX, BMBL, SONO In Focus","icron stock soared 16% on strong Q3 earnings, while Apple slipped after increasing prices of Macs and iPads.",2026-06-25,21:54,https://stocktwits.com/news-articles/markets/equity/s-and-p-500-ends-flat-as-apple-weakness-offsets-micron-gains-nasdaq-100-and-dow-post-modest-gains-msft-qcom-spcx-bmbl-sono-in-focus/cZ1GHa8R7Xo,2026-06-25,25,unknown,unknown,negative,-0.7953,0.7953
AAPL,"Stocks to Watch: Micron, Apple, Wendy’s","↗️ Micron Technology (MU): The memory-chip maker said revenue quadrupled in the second quarter and that it expects the chip shortage to extend beyond 2027. Shares gained 16%. ↗️ Sandisk (SNDK), Western Digital (WDC), Qualcomm (QCOM): Memory makers and other stocks tied to the AI buildout also rose.",2026-06-25,21:48,https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-06-25-2026/card/stocks-to-watch-micron-wendy-s-sandisk-A0BtXwb9Tds9q3tXbR94?siteid=yhoof2&yptr=yahoo,2026-06-25,6,unknown,unknown,neutral,0.0,0.9414
AAPL,Apple (AAPL) Sees a More Significant Dip Than Broader Market: Some Facts to Know,"Apple (AAPL) reached $275.15 at the closing of the latest trading day, reflecting a -6.12% change compared to its last close.",2026-06-25,21:45,https://finance.yahoo.com/markets/stocks/articles/apple-aapl-sees-more-significant-214505363.html,2026-06-25,14,unknown,unknown,neutral,0.0,0.5718
AAPL,"Update: US Equity Indexes Mixed as Micron Rally Fails to Lift Tech, Apple Drops After Product Price-Hike Reports",(Updates with index/price moves and geopolitical news from the first paragraph.) US equity indexe,2026-06-25,21:43,https://finance.yahoo.com/markets/stocks/articles/us-equity-indexes-mixed-micron-214340719.html,2026-06-25,18,unknown,unknown,negative,-0.9681,0.9681
AAPL,"Stocks to Watch Recap: Micron, Wendy’s, Apple, ON Semiconductor","↘️ ON Semiconductor (ON): The chip maker agreed to acquire Synaptics (SYNA) in a roughly $7 billion all-stock transaction, as it seeks to push into physical AI. Shares of ON Semiconductor tumbled 24%, while Synaptics’ stock slipped 3.",2026-06-26,20:23,https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-06-26-2026/card/stocks-to-watch-on-semiconductor-apple-zalando-HXVpEfOkkyL0ye8xKqqr?siteid=yhoof2&yptr=yahoo,2026-06-26,9,unknown,unknown,neutral,0.0,0.9156
AAPL,Stock Of The Day: Is The Apple Sell-Off Over?,"Apple Inc. (NASDAQ:AAPL) is trading higher on Friday. It has dropped about 12% since the beginning of June. But the sell-off may be over. The shares are oversold and at support — and these can be bullish dynamics. This is why Apple is the Stock of the Day. • What’s driving AAPL shares up today? In February and again in April, Apple ran into resistance at the $275 level. People who sold there thought they made a smart decision when the price dropped afterward. But when the resistance broke, and t",2026-06-26,20:12,https://finance.yahoo.com/markets/stocks/articles/stock-day-apple-sell-off-201228930.html,2026-06-26,9,unknown,unknown,neutral,0.0,0.5909
AMZN,"Amazon CEO Jassy says company could sell AI chips, raising stakes for Nvidia, AMD",Amazon CEO Andy Jassy laid out plans to potentially sell AI chips and robots in his annual shareholder newsletter.,2026-04-09,14:28,https://finance.yahoo.com/news/amazon-ceo-jassy-says-company-could-sell-ai-chips-raising-stakes-for-nvidia-amd-142835117.html,2026-04-09,14,unknown,unknown,positive,0.7202,0.7202
AMZN,Amazon.com Inc. (AMZN) Shows How Logistics Scale Can Become a Broader E-Commerce Service,"Amazon.com, Inc. (NASDAQ:AMZN) is one of the best e-commerce stocks to buy as global sales hit records. The company’s advantage in online retail has long been tied to fulfillment depth, and Amazon is now pushing more of that logistics infrastructure beyond its own marketplace. On June 10, Amazon Supply Chain Services launched a less-than-truckload freight […]",2026-06-14,19:58,https://finance.yahoo.com/markets/stocks/articles/amazon-com-inc-amzn-shows-195852040.html,2026-06-14,13,unknown,unknown,neutral,0.0,0.8466
AMZN,The Better AI Cloud Stock: Microsoft or Amazon?,"Both are racing to turn enormous AI spending into cloud profits. But on growth and valuation, one looks like the more compelling buy today.",2026-06-14,19:37,https://www.fool.com/investing/2026/06/14/the-better-ai-cloud-stock-microsoft-or-amazon/,2026-06-14,8,unknown,unknown,neutral,0.0,0.9126
AMZN,Meet the E-Commerce Stock That's Up 25% in 2026. Is It a Better Buy Than Amazon?,"The retail sector is absolutely massive, which means companies of all sizes are fighting for a share of consumers' wallets.",2026-06-14,15:50,https://www.fool.com/investing/2026/06/14/e-commerce-stock-up-2026-better-buy-amazon/,2026-06-14,16,unknown,unknown,positive,0.6132,0.6132
AMZN,Corning’s Amazon Deal Validates the AI Optics Boom. What That Means for GLW Stock.,Corning’s latest Amazon agreement strengthens the case that fiber optics demand is becoming a major AI infrastructure growth driver.,2026-06-14,15:00,https://www.barchart.com/story/news/2461973/cornings-amazon-deal-validates-the-ai-optics-boom-what-that-means-for-glw-stock,2026-06-14,14,unknown,unknown,neutral,0.0,0.8896
AMZN,"Here’s Why Amazon.com, Inc. (AMZN) is a Top Growth Stock to Buy According to Ray Dalio’s Bridgewater","Amazon.com, Inc. (NASDAQ:AMZN) is one of the best growth stocks to buy, according to billionaire Ray Dalio’s Bridgewater Associates. On June 11, Amazon.com, Inc. (NASDAQ:AMZN) announced the full rollout of Alexa+, its generative AI-powered assistant, across Canada. Prime members can access it at no extra cost, while non-Prime users pay $27.99 CAD per month. The […]",2026-06-18,21:18,https://finance.yahoo.com/technology/ai/articles/why-amazon-com-inc-amzn-211826478.html,2026-06-18,17,unknown,unknown,neutral,0.0,0.8031
AMZN,Amazon.com Is in Talks to Sell AI Chips. Can It Rival Nvidia?,"Amazon Web Services, the company’s cloud-computing arm, has opened discussions with potential customers looking to use its custom Trainium chips.",2026-06-18,20:56,https://www.barrons.com/articles/amazon-ai-chips-nvidia-e1714e7b?siteid=yhoof2&yptr=yahoo,2026-06-18,12,unknown,unknown,neutral,0.0,0.689
AMZN,Marvell surged 7% Thursday as Amazon plans to sell Trainium chips externally,"Marvell is the lead design and manufacturing partner for AWS's custom Trainium AI chips, making it a direct beneficiary of any broadening of that platform. Volume in MRVL reached roughly 188 million shares, more than five times its three-month daily average of around 36 million.",2026-06-18,20:51,https://finance.yahoo.com/technology/ai/articles/marvell-surged-7-thursday-amazon-205123197.html,2026-06-18,12,unknown,unknown,positive,0.9463,0.9463
AMZN,Should Amazon’s US$10 Billion Missouri AI Bet and Trainium Chip Sales Shift AMZN’s Cloud Narrative?,"Amazon has announced plans to invest US$10.00 billion in a new data center campus in Montgomery County, Missouri, while also exploring direct sales of its custom Trainium AI chips to companies operating their own data centers. Together, the Missouri build-out and potential off-AWS Trainium sales highlight Amazon’s push to blur the line between cloud provider and AI hardware supplier, extending its reach deeper into global AI infrastructure. With these moves centered on Missouri’s new data...",2026-06-18,20:17,https://finance.yahoo.com/technology/ai/articles/amazon-us-10-billion-missouri-201725953.html,2026-06-18,15,unknown,unknown,neutral,0.0,0.6103
AMZN,Amazon Hits Water Milestone in India,The company says it now returns more water than it uses as data center scrutiny grows.,2026-06-19,17:47,https://finance.yahoo.com/technology/articles/amazon-hits-water-milestone-india-174756040.html,2026-06-19,6,unknown,unknown,positive,0.8146,0.8146
AMZN,"Dow Jones Futures: Tech Stocks Tumble As SpaceX Plunges; Amazon, Alphabet, Nvidia Sell Off","Dow Jones Futures: The tech-heavy Nasdaq composite sold off Monday as SpaceX stock plunged. Amazon, Alphabet and Nvidia logged heavy losses.",2026-06-22,21:13,https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-spacex-amazon-alphabet-nvidia/?src=A00220&yptr=yahoo,2026-06-22,14,unknown,unknown,negative,-0.9643,0.9643
AMZN,Amazon (AMZN) Teams Up With ArcelorMittal To Bring AI Into Steel Plants,"Amazon Web Services and ArcelorMittal have agreed to work together on AI and cloud-powered automation across global steel plants. The collaboration targets safety, energy efficiency, and asset reliability in heavy industrial operations. The announcement adds a large industrial partner to Amazon Web Services, extending its reach beyond traditional IT customers. Amazon.com, traded as NasdaqGS:AMZN, is adding this industrial automation push on top of a long track record in cloud computing and...",2026-06-22,21:07,https://finance.yahoo.com/technology/ai/articles/amazon-amzn-teams-arcelormittal-bring-210716304.html,2026-06-22,12,unknown,unknown,positive,0.8123,0.8123
AMZN,Prime Day is underway: Here are all the ways you can save,"Competitor sales, discount stacking, and AI tools are making it worthwhile for shoppers to look past the sale prices this Prime Day.",2026-06-23,22:19,https://finance.yahoo.com/personal-finance/credit-cards/article/prime-day-is-underway-here-are-all-the-ways-you-can-save-221902967.html,2026-06-23,12,unknown,unknown,neutral,0.0,0.9249
AMZN,"Jeff Bezos-backed Slate reveals $24,950 starting price for EV pickup, making it the cheapest truck in America",EV startup Slate revealed new specs and the all-important starting price for its bare-bones pickup.,2026-06-24,12:01,https://finance.yahoo.com/markets/article/jeff-bezos-backed-slate-reveals-24950-starting-price-for-ev-pickup-making-it-the-cheapest-truck-in-america-120148545.html,2026-06-24,17,unknown,unknown,positive,0.7455,0.7455
AMZN,"Stock Market Today, June 24: Amazon Gains as Investors Monitor Strong Prime Day Demand and AI Shopping Activity","Today, June 24, 2026, surging online sales and new AI-driven features fueled investor optimism for Amazon shares.",2026-06-24,21:21,https://www.fool.com/coverage/stock-market-today/2026/06/24/stock-market-today-june-24-amazon-gains-as-investors-monitor-strong-prime-day-demand-and-ai-shopping-activity/,2026-06-24,18,unknown,unknown,positive,0.943,0.943
AMZN,"Amazon Boosted By Prime Day Data, Unveils Robotaxi Updates. Stock Climbs.",Amazon stock climbed Wednesday afternoon as tech stocks more broadly bounced back from a rough start to the week.,2026-06-24,20:30,https://www.investors.com/news/technology/amazon-stock-prime-day-2026-zoox-robotaxi/?src=A00220&yptr=yahoo,2026-06-24,11,unknown,unknown,positive,0.5828,0.5828
AMZN,Amazon (AMZN) Suffers a Larger Drop Than the General Market: Key Insights,"In the most recent trading session, Amazon (AMZN) closed at $227.01, indicating a -3.1% shift from the previous trading day.",2026-06-25,21:45,https://finance.yahoo.com/markets/stocks/articles/amazon-amzn-suffers-larger-drop-214502548.html,2026-06-25,12,unknown,unknown,negative,-0.8934,0.8934
AMZN,Amazon's Next Big Move Into Big-Box Retail Could Be a Smart Move,The e-commerce giant's new store concept includes a feature that could make a key difference to sales.,2026-06-25,20:37,https://www.fool.com/investing/2026/06/25/amazons-next-big-move-into-big-box-retail/,2026-06-25,12,unknown,unknown,neutral,0.0,0.6501
AMZN,"OpenAI, Amazon, Anthropic, others team up to prep workers for AI upheaval",A new nonprofit group has raised more than $500 million and will initially partner with state governments to develop retraining programs,2026-06-25,18:22,https://qz.com/raise-us-openai-amazon-anthropic-ai-workforce-062526,2026-06-25,12,unknown,unknown,neutral,0.0,0.858
AMZN,The Secret Chipmaker Inside Amazon Stock,Market concerns over Amazon's substantial AI spending may overlook the powerful proprietary technology being built to drive it.,2026-06-25,18:15,https://www.trefis.com/articles/604515/the-secret-chipmaker-inside-amazon-stock/2026-06-25,2026-06-25,6,unknown,unknown,neutral,0.0,0.9288
AMZN,Amazon (AMZN) Commits $13 Billion To India As AWS Faces EU Gatekeeper Status,"Amazon.com (NasdaqGS:AMZN) has announced a planned US$13b investment to expand its AI, cloud, and logistics infrastructure in India. The investment targets new data centers, AI capacity, and delivery capabilities to support growing demand from businesses and consumers in the country. In Europe, the European Commission has preliminarily designated Amazon Web Services (AWS) as a gatekeeper under the Digital Markets Act. The gatekeeper status could subject AWS to additional rules on data...",2026-06-26,22:08,https://finance.yahoo.com/technology/ai/articles/amazon-amzn-commits-13-billion-220813796.html,2026-06-26,13,unknown,unknown,neutral,0.0,0.5701
AMZN,Microsoft and Amazon Lead Tech Spending Survey,CIOs expect stronger software and cloud spending.,2026-06-26,17:50,https://finance.yahoo.com/technology/articles/microsoft-amazon-lead-tech-spending-175004951.html,2026-06-26,7,unknown,unknown,neutral,0.0,0.8586
GOOGL,Anthropic Turns To Google To Back Massive Data Center Push,"Anthropic is moving to take greater control of the computing infrastructure that powers its AI models, pursuing data center leases that would place the company in direct control of operating its own facilities. The effort could secure vast amounts of...",2026-06-14,19:30,https://finance.yahoo.com/sectors/technology/articles/anthropic-turns-google-back-massive-193024074.html,2026-06-14,10,unknown,unknown,neutral,0.0,0.8265
GOOGL,"Mark Zuckerberg's $115 Million Workforce Push Gets A Sunder Pichai Follow Up Act, Alphabet CEO Says Will Train 300,000 American Tradespeople","As the artificial intelligence boom fuels unprecedented demand for data centers and infrastructure, Alphabet Inc.'s Google is expanding its investment in America’s skilled trades workforce. Google Expands Skilled Trades Training Across The US On Thursday, Alphabet CEO Sundar Pichai announced...",2026-06-14,17:31,https://finance.yahoo.com/sectors/technology/articles/mark-zuckerbergs-115-million-workforce-173146511.html,2026-06-14,21,unknown,unknown,positive,0.6556,0.6556
GOOGL,Google Is Paying $920 Million Per Month to SpaceX. Here's Why Nvidia Is the Quiet Winner Nobody's Talking About.,The chipmaker is positioned to benefit from SpaceX's plans.,2026-06-14,16:01,https://www.fool.com/investing/2026/06/14/google-is-paying-920-million-per-month-to-spacex-h/,2026-06-14,19,unknown,unknown,neutral,0.0,0.9217
GOOGL,How Does Alphabet Inc (GOOGL)’s Metaverse Push Look Like?,"Alphabet Inc (NASDAQ:GOOGL) is one of the most promising metaverse stocks to buy now. Alphabet shares have more than doubled over the past year, and the Street sees more upside potential in the stock. On June 11, Alphabet Inc (NASDAQ:GOOGL)’s Google unit announced a nationwide rollout of its interactive home listing ads. This ad format […]",2026-06-18,21:13,https://finance.yahoo.com/technology/ai/articles/does-alphabet-inc-googl-metaverse-211332301.html,2026-06-18,9,unknown,unknown,neutral,0.0,0.9275
GOOGL,"Top Research Reports for Alphabet, Broadcom & Johnson & Johnson","Today's Research Daily features new research reports on 16 major stocks, including Alphabet Inc. (GOOGL), Broadcom Inc. (AVGO) and Johnson & Johnson (JNJ), as well as two micro-cap stocks, Franklin Wireless Corp. (FKWL) and Park Aerospace Corp. (PKE).",2026-06-18,21:09,https://finance.yahoo.com/markets/stocks/articles/top-research-reports-alphabet-broadcom-210900876.html,2026-06-18,10,unknown,unknown,neutral,0.0,0.9452
GOOGL,Waymo Has a Tesla-Like Recall. What It Means for Alphabet Stock.,"Waymo is recalling 3,871 robo-taxis to correct software that might allow a vehicle to enter a freeway construction zone, according to a National Highway Traffic Safety Administration notice.  For starters, it illustrates the size of the Waymo robo-taxi fleet.  The  Alphabet  -owned ride-hailing network operator is expanding across the country, along with other companies, including  Tesla  Amazon-backed Zoox, and others.",2026-06-18,20:09,https://www.barrons.com/articles/waymo-tesla-recall-alphabet-stock-2b2a759b?siteid=yhoof2&yptr=yahoo,2026-06-18,11,unknown,unknown,neutral,0.0,0.9439
GOOGL,"Broadcom Builds Custom Chips for Google, Meta, Anthropic, and OpenAI. At 25 Times Forward Earnings, It's the Cheapest Mega-Cap AI Stock Nobody Talks About.",The tech giant is one of the best long-term plays on the booming AI market.,2026-06-19,21:50,https://www.fool.com/investing/2026/06/19/broadcom-builds-custom-chips-for-google-meta-anthr/,2026-06-19,24,unknown,unknown,neutral,0.0,0.8218
GOOGL,Google Takes On Nvidia With Bold New AI Chip Strategy,Google Makes Massive AI Infrastructure Bet to Rival Nvidia,2026-06-19,17:48,https://finance.yahoo.com/technology/ai/articles/google-takes-nvidia-bold-ai-174825604.html,2026-06-19,10,unknown,unknown,positive,0.616,0.616
